"asv","Kingdom","Phylum","Class","Order","Family","Genus"
"asv004546","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"asv004548","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Oikopleura"
"asv004550","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella"
"asv004551","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella"
"asv004552","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"asv004553","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv004554","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",NA
"asv004555","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"asv004556","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"asv004557","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudorhizobium"
"asv004558","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"asv004560","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter"
"asv004561","Bacteria","Chloroflexi","TK10",NA,NA,NA
"asv004563","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"asv004564","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"asv004565","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"asv004567","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"asv004568","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"asv004570","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"asv004571","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv004572","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"asv004573","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"asv004574","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"asv004575","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"asv004576","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"asv004579","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"asv004580","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"asv004583","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"asv004584","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"asv004585","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azoarcus"
"asv004586","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"asv004587","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"asv004591","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"asv004592","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"asv004594","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"asv004595","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"asv004596","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA
"asv004597","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv004598","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"asv004599","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"asv004601","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"asv004602","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv004604","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","LiUU-11-161",NA
"asv004606","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae",NA
"asv004607","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus"
"asv004610","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae",NA
"asv004611","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"asv004612","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales",NA,NA
"asv004613","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA
"asv004614","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales",NA,NA
"asv004615","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"asv004616","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"asv004618","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"asv004624","Bacteria","Chloroflexi","TK10",NA,NA,NA
"asv004625","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"asv004626","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"asv004627","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus"
"asv004629","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13",NA,NA
"asv004633","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2"
"asv004636","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"asv004642","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"asv004643","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"asv004644","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"asv004645","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv004648","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"asv004649","Bacteria","Acidobacteriota","Holophagae","Subgroup 7",NA,NA
"asv004650","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"asv004651","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum"
"asv004652","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv004655","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium"
"asv004659","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"asv004661","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"asv004662","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae",NA
"asv004663","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA
"asv004664","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA
"asv004665","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer"
"asv004666","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"asv004667","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae",NA
"asv004668","Bacteria","Myxococcota","Polyangia","Polyangiales","BIrii41",NA
"asv004669","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azoarcus"
"asv004672","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"asv004673","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv004675","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"asv004676","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"asv004678","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella"
"asv004679","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter"
"asv004680","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv004681","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"asv004682","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudorhizobium"
"asv004683","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"asv004684","Bacteria","Desulfobacterota","Desulfuromonadia","PB19",NA,NA
"asv004687","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"asv004688","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae",NA
"asv004689","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"asv004690","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter"
"asv004693","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella"
"asv004694","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"asv004698","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv004699","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"asv004703","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv004705","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA
"asv004706","Bacteria","Chloroflexi","TK10",NA,NA,NA
"asv004707","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"asv004708","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv004709","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"asv004711","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"asv004712","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"asv004713","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"asv004714","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira"
"asv004715","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales",NA,NA
"asv004724","Bacteria","Chloroflexi","TK10",NA,NA,NA
"asv004725","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae",NA
"asv004726","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter"
"asv004727","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes"
"asv004728","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"asv004729","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv004730","Bacteria","Gemmatimonadota","S0134 terrestrial group",NA,NA,NA
"asv004731","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"asv004732","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA
"asv004733","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"asv004736","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mycoplana"
"asv004737","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"asv004739","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"asv004740","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter"
"asv004741","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes"
"asv004743","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Paenarthrobacter"
"asv004744","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces"
"asv004745","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella"
"asv004746","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"asv004747","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"asv004749","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"asv004752","Bacteria","Chloroflexi","TK10",NA,NA,NA
"asv004753","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes"
"asv004754","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"asv004755","Bacteria","Gemmatimonadota","BD2-11 terrestrial group",NA,NA,NA
"asv004756","Bacteria","Chloroflexi","TK10",NA,NA,NA
"asv004757","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae",NA
"asv004758","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"asv004759","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus"
"asv004760","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"asv004761","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aequorivita"
"asv004762","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781",NA
"asv004764","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA
"asv004765","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae",NA
"asv004766","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA
"asv004767","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"asv004769","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"asv004772","Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis"
"asv004773","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"asv004774","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas"
"asv004775","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas"
"asv004776","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"asv004777","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA
"asv004778","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"asv004779","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter"
"asv004780","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"asv004781","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"asv004782","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA
"asv004785","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter"
"asv004786","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas"
"asv004788","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax"
"asv004792","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"asv004793","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Pseudonocardia"
"asv004794","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"asv004796","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia"
"asv004798","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium"
"asv004799","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"asv004801","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","[Rhizobium] sphaerophysae group"
"asv004802","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"asv004803","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"asv004805","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"asv004806","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","WC3-116",NA
"asv004809","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"asv004810","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis"
"asv004811","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"asv004812","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Azospira"
"asv004820","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas"
"asv004822","Bacteria","Proteobacteria","Alphaproteobacteria","Zavarziniales",NA,NA
"asv004823","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv004825","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"asv004826","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"asv004827","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"asv004828","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA
"asv004829","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas"
"asv004831","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"asv004832","Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Ferrovibrionaceae","Ferrovibrio"
"asv004834","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
